ticker,title,event_ticker,market_type,status,result,created_time,open_time,close_time,updated_time,settlement_ts,last_price_dollars,previous_price_dollars,yes_bid_dollars,yes_ask_dollars,volume_fp,volume_24h_fp,liquidity_dollars,open_interest_fp,outcome,is_resolved
KXEPLFIRSTGOAL-26JAN08ARSLFC-LFCJFRIMP30,Liverpool at Arsenal: First Goalscorer: Jeremie Frimpong,KXEPLFIRSTGOAL-26JAN08ARSLFC,binary,finalized,no,2026-01-08 19:00:45.847300+00:00,2026-01-08 19:05:00+00:00,2026-01-08 22:20:18.899972+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 22:51:27.326193+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,True
KXEPLFIRSTGOAL-26JAN08ARSLFC-LFCIKONAT5,Liverpool at Arsenal: First Goalscorer: Ibrahima Konate,KXEPLFIRSTGOAL-26JAN08ARSLFC,binary,finalized,no,2026-01-08 19:00:45.847300+00:00,2026-01-08 19:05:00+00:00,2026-01-08 22:20:19.392079+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 22:51:27.327257+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,True
KXEPLFIRSTGOAL-26JAN08ARSLFC-LFCFWIRTZ7,Liverpool at Arsenal: First Goalscorer: Florian Wirtz,KXEPLFIRSTGOAL-26JAN08ARSLFC,binary,finalized,no,2026-01-08 19:00:45.847300+00:00,2026-01-08 19:05:00+00:00,2026-01-08 22:20:18.687370+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 22:51:27.326264+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,True
KXEPLFIRSTGOAL-26JAN08ARSLFC-LFCDSZOBO8,Liverpool at Arsenal: First Goalscorer: Dominik Szoboszlai,KXEPLFIRSTGOAL-26JAN08ARSLFC,binary,finalized,no,2026-01-08 19:00:45.847300+00:00,2026-01-08 19:05:00+00:00,2026-01-08 22:20:19.498075+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 22:51:27.327375+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,True
KXEPLFIRSTGOAL-26JAN08ARSLFC-LFCCGAKPO18,Liverpool at Arsenal: First Goalscorer: Cody Gakpo,KXEPLFIRSTGOAL-26JAN08ARSLFC,binary,finalized,no,2026-01-08 19:00:45.847300+00:00,2026-01-08 19:05:00+00:00,2026-01-08 22:20:19.199117+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 22:51:27.327112+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,True
KXEPLFIRSTGOAL-26JAN08ARSLFC-LFCCBRADL12,Liverpool at Arsenal: First Goalscorer: Conor Bradley,KXEPLFIRSTGOAL-26JAN08ARSLFC,binary,finalized,no,2026-01-08 19:00:45.847300+00:00,2026-01-08 19:05:00+00:00,2026-01-08 22:20:19.602614+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 22:51:27.327444+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,True
KXEPLFIRSTGOAL-26JAN08ARSLFC-LFCAMACA10,Liverpool at Arsenal: First Goalscorer: Alexis Mac Allister,KXEPLFIRSTGOAL-26JAN08ARSLFC,binary,finalized,no,2026-01-08 19:00:45.847300+00:00,2026-01-08 19:05:00+00:00,2026-01-08 22:20:19.002251+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 22:51:27.326798+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,True
KXEPLFIRSTGOAL-26JAN08ARSLFC-ARSWSALIB2,Liverpool at Arsenal: First Goalscorer: William Saliba,KXEPLFIRSTGOAL-26JAN08ARSLFC,binary,finalized,no,2026-01-08 19:00:45.847300+00:00,2026-01-08 19:05:00+00:00,2026-01-08 22:20:17.657603+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 22:51:17.331593+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,True
KXEPLFIRSTGOAL-26JAN08ARSLFC-ARSVGYOKE14,Liverpool at Arsenal: First Goalscorer: Viktor Gyokeres,KXEPLFIRSTGOAL-26JAN08ARSLFC,binary,finalized,no,2026-01-08 19:00:45.847300+00:00,2026-01-08 19:05:00+00:00,2026-01-08 22:20:18.248333+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 22:51:27.325468+00:00,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0,True
KXEPLFIRSTGOAL-26JAN08ARSLFC-ARSPHINCA3,Liverpool at Arsenal: First Goalscorer: Piero Hincapie,KXEPLFIRSTGOAL-26JAN08ARSLFC,binary,finalized,no,2026-01-08 19:00:45.847300+00:00,2026-01-08 19:05:00+00:00,2026-01-08 22:20:18.497895+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 22:51:27.325619+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,True
KXEPLFIRSTGOAL-26JAN08ARSLFC-ARSMZUBIM36,Liverpool at Arsenal: First Goalscorer: Martin Zubimendi,KXEPLFIRSTGOAL-26JAN08ARSLFC,binary,finalized,no,2026-01-08 19:00:45.847300+00:00,2026-01-08 19:05:00+00:00,2026-01-08 22:20:18.152100+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 22:51:27.325349+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,True
KXEPLFIRSTGOAL-26JAN08ARSLFC-ARSMODEGA8,Liverpool at Arsenal: First Goalscorer: Martin Odegaard,KXEPLFIRSTGOAL-26JAN08ARSLFC,binary,finalized,no,2026-01-08 19:00:45.847300+00:00,2026-01-08 19:05:00+00:00,2026-01-08 22:20:18.590842+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 22:51:27.325792+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,True
KXEPLFIRSTGOAL-26JAN08ARSLFC-ARSLTROSS19,Liverpool at Arsenal: First Goalscorer: Leandro Trossard,KXEPLFIRSTGOAL-26JAN08ARSLFC,binary,finalized,no,2026-01-08 19:00:45.847300+00:00,2026-01-08 19:05:00+00:00,2026-01-08 22:20:17.954123+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 22:51:27.326626+00:00,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0,True
KXEPLFIRSTGOAL-26JAN08ARSLFC-ARSJTIMBE12,Liverpool at Arsenal: First Goalscorer: Jurrien Timber,KXEPLFIRSTGOAL-26JAN08ARSLFC,binary,finalized,no,2026-01-08 19:00:45.847300+00:00,2026-01-08 19:05:00+00:00,2026-01-08 22:20:17.850769+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 22:51:17.331732+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,True
KXEPLFIRSTGOAL-26JAN08ARSLFC-ARSGMAGAL6,Liverpool at Arsenal: First Goalscorer: Gabriel Magalhaes,KXEPLFIRSTGOAL-26JAN08ARSLFC,binary,finalized,no,2026-01-08 19:00:45.847300+00:00,2026-01-08 19:05:00+00:00,2026-01-08 22:20:18.341878+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 22:51:27.325562+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,True
KXEPLFIRSTGOAL-26JAN08ARSLFC-ARSDRICE41,Liverpool at Arsenal: First Goalscorer: Declan Rice,KXEPLFIRSTGOAL-26JAN08ARSLFC,binary,finalized,no,2026-01-08 19:00:45.847300+00:00,2026-01-08 19:05:00+00:00,2026-01-08 22:20:18.050945+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 22:51:27.325254+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,True
KXEPLFIRSTGOAL-26JAN08ARSLFC-ARSBSAKA7,Liverpool at Arsenal: First Goalscorer: Bukayo Saka,KXEPLFIRSTGOAL-26JAN08ARSLFC,binary,finalized,no,2026-01-08 19:00:45.847300+00:00,2026-01-08 19:05:00+00:00,2026-01-08 22:20:17.755029+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 22:51:17.331665+00:00,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0,True
KXEPLGOAL-26JAN08ARSLFC-LFCVVAND4-1,Virgil Van Dijk records 1+ goals,KXEPLGOAL-26JAN08ARSLFC,binary,finalized,no,2026-01-08 19:00:44.064435+00:00,2026-01-08 19:05:00+00:00,2026-01-08 22:20:19.827754+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 22:51:27.327947+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,True
KXEPLGOAL-26JAN08ARSLFC-LFCRGRAVE38-1,Ryan Gravenberch records 1+ goals,KXEPLGOAL-26JAN08ARSLFC,binary,finalized,no,2026-01-08 19:00:44.064435+00:00,2026-01-08 19:05:00+00:00,2026-01-08 22:20:19.530595+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 22:51:27.327410+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,True
KXEPLGOAL-26JAN08ARSLFC-LFCMKERKE6-1,Milos Kerkez records 1+ goals,KXEPLGOAL-26JAN08ARSLFC,binary,finalized,no,2026-01-08 19:00:44.064435+00:00,2026-01-08 19:05:00+00:00,2026-01-08 22:20:20.120192+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 22:51:27.328277+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,True
KXEPLGOAL-26JAN08ARSLFC-LFCJFRIMP30-1,Jeremie Frimpong records 1+ goals,KXEPLGOAL-26JAN08ARSLFC,binary,finalized,no,2026-01-08 19:00:44.064435+00:00,2026-01-08 19:05:00+00:00,2026-01-08 22:20:19.627577+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 22:51:27.327624+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,True
KXEPLGOAL-26JAN08ARSLFC-LFCIKONAT5-1,Ibrahima Konate records 1+ goals,KXEPLGOAL-26JAN08ARSLFC,binary,finalized,no,2026-01-08 19:00:44.064435+00:00,2026-01-08 19:05:00+00:00,2026-01-08 22:20:20.248160+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 22:51:27.328373+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,True
KXEPLGOAL-26JAN08ARSLFC-LFCFWIRTZ7-1,Florian Wirtz records 1+ goals,KXEPLGOAL-26JAN08ARSLFC,binary,finalized,no,2026-01-08 19:00:44.064435+00:00,2026-01-08 19:05:00+00:00,2026-01-08 22:20:19.344192+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 22:51:27.327335+00:00,0.05,0.05,0.0,1.0,25.0,0.0,0.0,0.0,0,True
KXEPLGOAL-26JAN08ARSLFC-LFCDSZOBO8-1,Dominik Szoboszlai records 1+ goals,KXEPLGOAL-26JAN08ARSLFC,binary,finalized,no,2026-01-08 19:00:44.064435+00:00,2026-01-08 19:05:00+00:00,2026-01-08 22:20:20.350151+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 22:51:27.328462+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,True
KXEPLGOAL-26JAN08ARSLFC-LFCCGAKPO18-2,Cody Gakpo records 2+ goals,KXEPLGOAL-26JAN08ARSLFC,binary,finalized,no,2026-01-08 19:00:44.064435+00:00,2026-01-08 19:05:00+00:00,2026-01-08 22:20:20.008240+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 22:51:27.328187+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,True
KXEPLGOAL-26JAN08ARSLFC-LFCCGAKPO18-1,Cody Gakpo records 1+ goals,KXEPLGOAL-26JAN08ARSLFC,binary,finalized,no,2026-01-08 19:00:44.064435+00:00,2026-01-08 19:05:00+00:00,2026-01-08 22:20:19.917440+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 22:51:27.328095+00:00,0.05,0.05,0.0,1.0,5.0,0.0,0.0,0.0,0,True
KXEPLGOAL-26JAN08ARSLFC-LFCCBRADL12-1,Conor Bradley records 1+ goals,KXEPLGOAL-26JAN08ARSLFC,binary,finalized,no,2026-01-08 19:00:44.064435+00:00,2026-01-08 19:05:00+00:00,2026-01-08 21:53:16.177603+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 22:51:27.328551+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
KXEPLGOAL-26JAN08ARSLFC-LFCAMACA10-1,Alexis Mac Allister records 1+ goals,KXEPLGOAL-26JAN08ARSLFC,binary,finalized,no,2026-01-08 19:00:44.064435+00:00,2026-01-08 19:05:00+00:00,2026-01-08 22:20:19.727998+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 22:51:27.327840+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,True
KXEPLGOAL-26JAN08ARSLFC-ARSWSALIB2-1,William Saliba records 1+ goals,KXEPLGOAL-26JAN08ARSLFC,binary,finalized,no,2026-01-08 19:00:44.064435+00:00,2026-01-08 19:05:00+00:00,2026-01-08 22:20:18.562775+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 22:51:27.325712+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,True
KXEPLGOAL-26JAN08ARSLFC-ARSVGYOKE14-2,Viktor Gyokeres records 2+ goals,KXEPLGOAL-26JAN08ARSLFC,binary,finalized,no,2026-01-08 19:00:44.064435+00:00,2026-01-08 19:05:00+00:00,2026-01-08 21:21:24.580273+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 22:51:27.326983+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
KXEPLGOAL-26JAN08ARSLFC-ARSVGYOKE14-1,Viktor Gyokeres records 1+ goals,KXEPLGOAL-26JAN08ARSLFC,binary,finalized,no,2026-01-08 19:00:44.064435+00:00,2026-01-08 19:05:00+00:00,2026-01-08 21:21:24.495044+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 22:51:27.326905+00:00,0.3,0.3,0.0,1.0,10.0,0.0,0.0,0.0,0,True
KXEPLGOAL-26JAN08ARSLFC-ARSPHINCA3-1,Piero Hincapie records 1+ goals,KXEPLGOAL-26JAN08ARSLFC,binary,finalized,no,2026-01-08 19:00:44.064435+00:00,2026-01-08 19:05:00+00:00,2026-01-08 21:15:29.781521+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 22:51:27.327147+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
KXEPLGOAL-26JAN08ARSLFC-ARSMZUBIM36-1,Martin Zubimendi records 1+ goals,KXEPLGOAL-26JAN08ARSLFC,binary,finalized,no,2026-01-08 19:00:44.064435+00:00,2026-01-08 19:05:00+00:00,2026-01-08 22:20:18.973847+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 22:51:27.326715+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,True
KXEPLGOAL-26JAN08ARSLFC-ARSMODEGA8-1,Martin Odegaard records 1+ goals,KXEPLGOAL-26JAN08ARSLFC,binary,finalized,no,2026-01-08 19:00:44.064435+00:00,2026-01-08 19:05:00+00:00,2026-01-08 21:35:24.699911+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 22:51:27.327186+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
KXEPLGOAL-26JAN08ARSLFC-ARSLTROSS19-1,Leandro Trossard records 1+ goals,KXEPLGOAL-26JAN08ARSLFC,binary,finalized,no,2026-01-08 19:00:44.064435+00:00,2026-01-08 19:05:00+00:00,2026-01-08 21:21:24.370269+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 22:51:27.326032+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,True
KXEPLGOAL-26JAN08ARSLFC-ARSJTIMBE12-1,Jurrien Timber records 1+ goals,KXEPLGOAL-26JAN08ARSLFC,binary,finalized,no,2026-01-08 19:00:44.064435+00:00,2026-01-08 19:05:00+00:00,2026-01-08 22:20:18.739401+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 22:51:27.325944+00:00,0.1,0.1,0.0,1.0,20.0,0.0,0.0,0.0,0,True
KXEPLGOAL-26JAN08ARSLFC-ARSGMAGAL6-1,Gabriel Magalhaes records 1+ goals,KXEPLGOAL-26JAN08ARSLFC,binary,finalized,no,2026-01-08 19:00:44.064435+00:00,2026-01-08 19:05:00+00:00,2026-01-08 22:20:19.159664+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 22:51:27.327078+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,True
KXEPLGOAL-26JAN08ARSLFC-ARSDRICE41-1,Declan Rice records 1+ goals,KXEPLGOAL-26JAN08ARSLFC,binary,finalized,no,2026-01-08 19:00:44.064435+00:00,2026-01-08 19:05:00+00:00,2026-01-08 22:20:18.879962+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 22:51:27.326398+00:00,0.2,0.2,0.0,1.0,5.0,0.0,0.0,0.0,0,True
KXEPLGOAL-26JAN08ARSLFC-ARSBSAKA7-2,Bukayo Saka records 2+ goals,KXEPLGOAL-26JAN08ARSLFC,binary,finalized,no,2026-01-08 19:00:44.064435+00:00,2026-01-08 19:05:00+00:00,2026-01-08 21:35:24.846797+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 22:51:27.326334+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,True
KXEPLGOAL-26JAN08ARSLFC-ARSBSAKA7-1,Bukayo Saka records 1+ goals,KXEPLGOAL-26JAN08ARSLFC,binary,finalized,no,2026-01-08 19:00:44.064435+00:00,2026-01-08 19:05:00+00:00,2026-01-08 21:35:24.785120+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 22:51:27.326465+00:00,0.45,0.45,0.0,1.0,10.0,0.0,0.0,0.0,0,True
KXSECPRESSMENTION-26JAN09-TERR,Will the White House Press Secretary say Terrorist / Narcoterrorist at her next press briefing?,KXSECPRESSMENTION-26JAN09,binary,finalized,no,2026-01-08 15:36:18.038434+00:00,2026-01-08 15:45:00+00:00,2026-01-08 20:39:25.663189+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 21:09:33.233425+00:00,0.01,0.01,0.0,1.0,16561.0,0.0,0.0,0.0,0,True
KXSECPRESSMENTION-26JAN09-STOC,Will the White House Press Secretary say Stock Market at her next press briefing?,KXSECPRESSMENTION-26JAN09,binary,finalized,no,2026-01-08 15:36:18.038434+00:00,2026-01-08 15:45:00+00:00,2026-01-08 20:39:17.166192+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 21:09:23.227946+00:00,0.01,0.01,0.0,1.0,8798.0,0.0,0.0,0.0,0,True
KXSECPRESSMENTION-26JAN09-SOMA,Will the White House Press Secretary say Somali / Somalia / Somalian at her next press briefing?,KXSECPRESSMENTION-26JAN09,binary,finalized,no,2026-01-08 15:36:18.038434+00:00,2026-01-08 15:45:00+00:00,2026-01-08 20:38:29.367720+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 21:08:33.230817+00:00,0.01,0.01,0.0,1.0,35960.0,0.0,0.0,0.0,0,True
KXSECPRESSMENTION-26JAN09-SELF,Will the White House Press Secretary say Self Defense at her next press briefing?,KXSECPRESSMENTION-26JAN09,binary,finalized,no,2026-01-08 15:36:18.038434+00:00,2026-01-08 15:45:00+00:00,2026-01-08 20:39:45.048737+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 21:09:53.235329+00:00,0.01,0.01,0.0,1.0,30485.0,0.0,0.0,0.0,0,True
KXSECPRESSMENTION-26JAN09-RADI,Will the White House Press Secretary say Radical Left at her next press briefing?,KXSECPRESSMENTION-26JAN09,binary,finalized,no,2026-01-08 15:36:18.038434+00:00,2026-01-08 15:45:00+00:00,2026-01-08 20:39:35.920046+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 21:09:43.232789+00:00,0.01,0.01,0.0,1.0,15484.0,0.0,0.0,0.0,0,True
KXSECPRESSMENTION-26JAN09-POLI,Will the White House Press Secretary say Political Violence at her next press briefing?,KXSECPRESSMENTION-26JAN09,binary,finalized,no,2026-01-08 15:36:18.038434+00:00,2026-01-08 15:45:00+00:00,2026-01-08 20:38:45.830779+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 21:08:53.230320+00:00,0.01,0.01,0.0,1.0,14755.0,0.0,0.0,0.0,0,True
KXSECPRESSMENTION-26JAN09-LEAR,Will the White House Press Secretary say Learing at her next press briefing?,KXSECPRESSMENTION-26JAN09,binary,finalized,no,2026-01-08 15:36:18.038434+00:00,2026-01-08 15:45:00+00:00,2026-01-08 20:38:37.797176+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 21:08:43.188283+00:00,0.01,0.01,0.0,1.0,18923.0,0.0,0.0,0.0,0,True
KXSECPRESSMENTION-26JAN09-ILLE,Will the White House Press Secretary say Illegal Alien at her next press briefing?,KXSECPRESSMENTION-26JAN09,binary,finalized,yes,2026-01-08 15:36:18.038434+00:00,2026-01-08 15:45:00+00:00,2026-01-08 20:37:00.738806+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 21:07:03.178563+00:00,0.99,0.99,0.0,1.0,4724.0,0.0,0.0,0.0,1,True
KXSECPRESSMENTION-26JAN09-ICE,Will the White House Press Secretary say ICE / National Guard at her next press briefing?,KXSECPRESSMENTION-26JAN09,binary,finalized,yes,2026-01-08 15:36:18.038434+00:00,2026-01-08 15:45:00+00:00,2026-01-08 20:36:14.203445+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 21:06:23.229843+00:00,0.99,0.99,0.0,1.0,11245.0,0.0,0.0,0.0,1,True
KXSECPRESSMENTION-26JAN09-HEAL,Will the White House Press Secretary say Healthcare at her next press briefing?,KXSECPRESSMENTION-26JAN09,binary,finalized,no,2026-01-08 15:36:18.038434+00:00,2026-01-08 15:45:00+00:00,2026-01-08 20:39:09.270562+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 21:09:13.230305+00:00,0.01,0.01,0.0,1.0,5907.0,0.0,0.0,0.0,0,True
KXSECPRESSMENTION-26JAN09-GREE,Will the White House Press Secretary say Greenland at her next press briefing?,KXSECPRESSMENTION-26JAN09,binary,finalized,no,2026-01-08 15:36:18.038434+00:00,2026-01-08 15:45:00+00:00,2026-01-08 20:38:53.526609+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 21:09:03.229970+00:00,0.01,0.01,0.0,1.0,27592.0,0.0,0.0,0.0,0,True
KXSECPRESSMENTION-26JAN09-FRAU,Will the White House Press Secretary say Fraud at her next press briefing?,KXSECPRESSMENTION-26JAN09,binary,finalized,yes,2026-01-08 15:36:18.038434+00:00,2026-01-08 15:45:00+00:00,2026-01-08 20:35:52.884879+00:00,2026-02-19 08:48:16.628714+00:00,2026-01-08 21:06:03.229380+00:00,0.99,0.99,0.0,1.0,10196.0,0.0,0.0,0.0,1,True
